year_month,intersection_id,source_observations,valid_observations,mean_15min_volume,median_15min_volume,total_volume_estimate,mean_detector_coverage,expected_full_month_observations,temporal_coverage,name_fa,gis_id
2018-11,1081,2879,2873.0,459.8954529634528,568.0,1321279.636364,0.9998549721545422,2880,0.9975694444444444,سه راه حكيم نظامي (شهداي غزه),1078.0
2018-11,1082,2879,2873.0,487.313184050818,611.0,1400050.777778,0.9997911590671772,2880,0.9975694444444444,توحيد شريعتي,1082.0
2018-11,1083,2879,2555.0,1341.0591867800392,1648.0,3426406.222223,0.9981213307240704,2880,0.8871527777777778,چهارراه امين (حكيم نظامي-شريعتي),1083.0
2018-11,1084,2879,2873.0,574.7831088729552,699.0,1651351.871792,0.9932374932126696,2880,0.9975694444444444,ميدان ارتش,1084.0
2018-11,1085,2879,2873.0,481.64576147859384,592.0,1383768.272728,0.9941988858336235,2880,0.9975694444444444,سه راه سيمين,1095.0
2018-11,1086,2879,2846.0,502.4574841883345,605.0,1429994.0,1.0,2880,0.9881944444444445,وحيد رودكي,1087.0
2018-11,1088,2879,2792.0,642.1054441260744,793.0,1792758.4,0.9995522922636103,2880,0.9694444444444444,,
2018-11,1090,2879,2641.0,471.0665152090117,577.0,1244086.666667,0.9996213555471413,2880,0.9170138888888889,چهار راه توحيد نظر,1090.0
2018-11,1092,2879,2869.0,731.504356918787,891.0,2098686.0,0.9999253095155107,2880,0.9961805555555555,پل وحيد,1091.0
2018-11,1093,2879,2871.0,649.6217345872518,819.0,1865064.0,1.0,2880,0.996875,جنوب فلزي,1093.0
2018-11,1094,2879,2873.0,914.8826760466412,1042.0,2628457.928282,0.9935741315697877,2880,0.9975694444444444,جنوب آذر,1094.0
2018-11,1095,2879,2724.0,520.9563142437592,629.0,1419085.0,1.0,2880,0.9458333333333333,وحيد باغ درياچه,1096.0
2018-11,1109,2879,2872.0,556.497432103064,683.5,1598260.625,0.998955432799443,2880,0.9972222222222222,شيخ مفيد شيخ صدوق,1109.0
2018-11,1112,2879,2873.0,627.1864651183432,790.0,1801906.714285,0.9998694744169857,2880,0.9975694444444444,هزار جریب آزادی,1106.0
2018-11,1113,2879,2857.0,647.5729786489325,769.0,1850116.0,1.0,2880,0.9920138888888889,دفاع مقدس,1080.0
2018-11,1115,2879,2870.0,638.405574912892,765.0,1832224.0,1.0,2880,0.9965277777777778,,
2018-11,1116,2879,2873.0,823.7532196310477,1033.0,2366643.0,1.0,2880,0.9975694444444444,جنوب پل فردوسي,1116.0
2018-11,1117,2879,2863.0,442.66468739084877,549.0,1267349.0,0.9998253580160671,2880,0.9940972222222222,هتل پل,1117.0
2018-11,1119,2879,2865.0,533.8075292938918,669.0,1529358.571427,0.9977748691099476,2880,0.9947916666666666,,
2018-11,1501,2879,2869.0,609.4149180899268,725.0,1748411.4,0.9983839808295573,2880,0.9961805555555555,جي – اريسون,1467.0
2018-11,1502,2879,2864.0,585.6805167597765,688.5,1677389.0,1.0,2880,0.9944444444444445,,
2018-11,1503,2879,2873.0,724.7577445179255,884.0,2082229.0,0.9896845339366517,2880,0.9975694444444444,جي – شهيد رجائي,1466.0
2018-11,1504,2879,2872.0,599.4264054188718,719.5,1721552.636363,0.9983170912256267,2880,0.9972222222222222,جي – مسجد علي,1468.0
2018-12,1001,2975,2975.0,542.7975859438656,659.0,1614822.818183,0.9998039223529412,2976,0.9996639784946236,اشراق - ابوريحان,1252.0
2018-12,1002,2975,2975.0,396.5337142857143,473.0,1179687.8,0.9979831952941177,2976,0.9996639784946236,اشراق - فلاطوري,1253.0
2018-12,1010,2975,2974.0,391.599724063887,466.666667,1164617.579366,0.8975117686617351,2976,0.9993279569892473,چهارراه جهاد,1005.0
2018-12,1012,2975,2966.0,317.3191728479434,406.0,941168.666667,0.9999157113958193,2976,0.9966397849462365,چهار راه مصدق,1016.0
2018-12,1014,2975,2973.0,751.4356830521359,957.0,2234018.285714,0.636364,2976,0.998991935483871,شمال پل فلزي,1014.0
2018-12,1016,2975,2973.0,551.3233648247561,706.909091,1639084.363624,0.916667,2976,0.998991935483871,امام خميني امام رضا,1259.0
2018-12,1017,2975,2974.0,3130.1815736381977,3618.0,9309160.0,1.0,2976,0.9993279569892473,,
2018-12,1018,2975,2969.0,346.5456101943415,406.0,1028893.916667,0.9997113027955541,2976,0.9976478494623656,سه راه نقشينه,1135.0
2018-12,1019,2975,2964.0,598.2574224021592,678.0,1773235.0,0.9998987854251011,2976,0.9959677419354839,بعثت گلستان,1427.0
2018-12,1021,2975,2975.0,468.7011764705882,574.0,1394386.0,0.9998559425210084,2976,0.9996639784946236,شمال پل آذر,1021.0
2018-12,1028,2975,2974.0,440.23742434431745,564.5,1309266.1,0.998655007733692,2976,0.9993279569892473,آتشگاه - حجازي,1396.0
2018-12,1029,2975,2974.0,582.4039485057162,750.0,1732069.342856,0.9994956287827841,2976,0.9993279569892473,قدس - آتشگاه,1180.0
2018-12,1031,2975,2959.0,655.6659559445759,714.666667,1940115.56364,0.9902838894896924,2976,0.9942876344086021,شيخ صدوق سعادت آباد,1111.0
2018-12,1032,2975,2970.0,641.4551937363636,711.7,1905121.925397,0.9028773545454546,2976,0.9979838709677419,چهارراه فرايبورگ,1114.0
2018-12,1033,2975,2974.0,454.0449077188971,484.0,1350329.555556,0.9994620040349698,2976,0.9993279569892473,سجاد سپه سالار,1105.0
2018-12,1034,2975,2874.0,562.1834454498955,700.5,1615715.222223,0.9983994432846208,2976,0.9657258064516129,چهارراه آپادانا,1110.0
2018-12,1035,2975,2862.0,649.0916491963662,804.0,1857700.3,0.999364716981132,2976,0.9616935483870968,چهارراه آبشار,1115.0
2018-12,1036,2975,2969.0,1008.8421690804985,1136.0,2995252.4,0.9995407089929269,2976,0.9976478494623656,ميدان بزرگمهر,1067.0
2018-12,1037,2975,2970.0,431.08114478114476,549.0,1280311.0,0.9993266000000001,2976,0.9979838709677419,,
2018-12,1038,2975,2973.0,623.0831320309452,798.0,1852426.151528,0.9241262707702658,2976,0.998991935483871,,
2018-12,1039,2975,2975.0,573.4413323119328,705.0,1705987.963628,0.9957983331092436,2976,0.9996639784946236,جي پروين,1188.0
2018-12,1040,2975,2968.0,597.7624663072776,757.0,1774159.0,1.0,2976,0.9973118279569892,,
2018-12,1042,2975,2940.0,356.3374149659864,449.0,1047632.0,0.9999433105442177,2976,0.9879032258064516,كمال ابن سينا,1048.0
2018-12,1043,2975,2961.0,1426.0954394309354,1838.0,4222668.596155,0.9989144569402229,2976,0.9949596774193549,,
2018-12,1044,2975,2975.0,489.3465546218487,604.0,1455806.0,1.0,2976,0.9996639784946236,ميدان قدس,1140.0
2018-12,1047,2975,2959.0,516.342345386955,643.0,1527857.0,1.0,2976,0.9942876344086021,شمال فردوسي,1047.0
2018-12,1048,2975,2970.0,496.41582491582494,635.0,1474355.0,0.9998877666666667,2976,0.9979838709677419,باغ گلدسته كمال اسماعيل,1458.0
2018-12,1051,2975,2972.0,370.72156796769855,475.0,1101784.5,0.9999327052489907,2976,0.9986559139784946,چهار راه نقاشي,1055.0
2018-12,1053,2975,2881.0,335.33830845782717,424.0,966109.666667,0.9999008281846581,2976,0.9680779569892473,هشت بهشت نشاط,1053.0
2018-12,1054,2975,2973.0,457.0887511416078,592.0,1358924.857144,0.9994954591321897,2976,0.998991935483871,هشت بهشت گلزار,1051.0
2018-12,1057,2975,2966.0,612.5627107215105,786.0,1816861.0,1.0,2976,0.9966397849462365,صغير وليعصر,1050.0
2018-12,1058,2732,2640.0,381.6943181818182,471.5,1007673.0,1.0,2976,0.8870967741935484,پل سرهنگ,1192.0
2018-12,1059,2975,2885.0,333.2041594454073,413.0,961294.0,1.0,2976,0.9694220430107527,پل تمدن,
2018-12,1065,2975,2971.0,456.21132856041737,567.0,1355403.857153,0.7778901955570514,2976,0.9983198924731183,,
2018-12,1066,2975,2965.0,556.1774847973019,696.0,1649066.242424,0.9998313662731871,2976,0.9963037634408602,حمزه هشت بهشت,
2018-12,1067,2975,2967.0,861.062015503876,888.0,2554771.0,0.9989888776541962,2976,0.9969758064516129,,
2018-12,1068,2975,2969.0,597.1635952462109,748.0,1772978.714286,0.9953267093297407,2976,0.9976478494623656,جي صيادشيرازي,1213.0
2018-12,1069,2975,2969.0,695.6636727675985,845.0,2065425.444447,0.9962950488379926,2976,0.9976478494623656,ميدان احمد آباد,1215.0
2018-12,1070,2975,2973.0,701.9316440554995,891.0,2086842.777777,0.9995290951900437,2976,0.998991935483871,,
2018-12,1071,2975,2973.0,660.0878798062563,845.0,1962441.266664,0.9987386478304743,2976,0.998991935483871,میدان 25 آبان,1287.0
2018-12,1072,2975,2975.0,1025.5532773109244,1218.0,3051021.0,1.0,2976,0.9996639784946236,,
2018-12,1074,2975,2975.0,635.4371092436975,783.0,1890425.4,0.9996218487394958,2976,0.9996639784946236,,
2018-12,1075,2975,2826.0,944.0424628450106,1232.0,2667864.0,1.0,2976,0.9495967741935484,حكيم عبدالرزاق,1045.0
2018-12,1077,2975,2973.0,487.4055707722839,629.0,1449056.761906,0.9976875210225361,2976,0.998991935483871,5 رمضان مسجد سيد,1018.0
2018-12,1078,2975,2965.0,486.0988195615514,627.0,1441283.0,1.0,2976,0.9963037634408602,چهارراه وفايي,1017.0
2018-12,1079,2975,2975.0,489.2984033616807,628.0,1455662.750001,0.9996638658823529,2976,0.9996639784946236,طيب - مسجد سيد,1022.0
2018-12,1080,2975,2889.0,633.5744202146071,797.0,1830396.5,0.9928079761163032,2976,0.9707661290322581,توحيد دانشگاه,1089.0
2018-12,1081,2975,2913.0,475.2787816371438,602.0,1384487.090909,0.9999713927222794,2976,0.9788306451612904,سه راه حكيم نظامي (شهداي غزه),1078.0
2018-12,1082,2975,2970.0,513.0488215488216,655.0,1523755.0,1.0,2976,0.9979838709677419,توحيد شريعتي,1082.0
2018-12,1083,2975,2913.0,1368.737040851356,1670.0,3987131.0,1.0,2976,0.9788306451612904,چهارراه امين (حكيم نظامي-شريعتي),1083.0
2018-12,1084,2975,2913.0,594.6879945763817,743.0,1732326.128201,0.9897748414006179,2976,0.9788306451612904,ميدان ارتش,1084.0
2018-12,1085,2975,2914.0,481.8866412937543,594.0,1404217.67273,0.9926218544955387,2976,0.9791666666666666,سه راه سيمين,1095.0
2018-12,1086,2975,2875.0,518.4826666664347,648.0,1490637.666666,0.9997913043478261,2976,0.9660618279569892,وحيد رودكي,1087.0
2018-12,1088,2975,2870.0,626.4393562299651,795.0,1797880.95238,0.9987369337979094,2976,0.9643817204301075,,
2018-12,1090,2975,2970.0,476.9655817430977,595.0,1416587.777777,0.9991919191919192,2976,0.9979838709677419,چهار راه توحيد نظر,1090.0
2018-12,1092,2975,2938.0,745.884704007488,944.0,2191409.260374,0.985412798162015,2976,0.9872311827956989,پل وحيد,1091.0
